Time,PWM,ToF
710.00000000,120.00000000,1485.88100000
725.00000000,120.00000000,1478.90100000
735.00000000,120.00000000,1474.24700000
745.00000000,120.00000000,1469.59400000
755.00000000,120.00000000,1464.94000000
762.00000000,120.00000000,1461.68300000
767.00000000,120.00000000,1459.35600000
782.00000000,120.00000000,1452.37600000
793.00000000,120.00000000,1435.00000000
804.00000000,120.00000000,1428.44600000
815.00000000,120.00000000,1421.89300000
830.00000000,120.00000000,1412.95700000
840.00000000,120.00000000,1407.00000000
850.00000000,120.00000000,1401.42000000
860.00000000,120.00000000,1395.85000000
870.00000000,120.00000000,1389.12700000
881.00000000,120.00000000,1382.57400000
888.00000000,120.00000000,1378.40400000
899.00000000,120.00000000,1380.00000000
910.00000000,120.00000000,1374.29200000
921.00000000,120.00000000,1368.58400000
927.00000000,120.00000000,1365.47100000
934.00000000,120.00000000,1361.83900000
945.00000000,120.00000000,1356.13200000
956.00000000,120.00000000,1350.42400000
967.00000000,120.00000000,1344.71700000
978.00000000,120.00000000,1339.90000000
989.00000000,120.00000000,1333.30200000
1001.00000000,120.00000000,1325.00000000
1011.00000000,120.00000000,1319.60700000
1022.00000000,120.00000000,1313.67600000
1039.00000000,120.00000000,1304.50900000
1050.00000000,120.00000000,1298.57800000
1061.00000000,120.00000000,1292.64600000
1077.00000000,120.00000000,1284.19000000
1088.00000000,120.00000000,1278.88000000
1099.00000000,102.00000000,1259.00000000
1110.00000000,120.00000000,1251.59100000
1121.00000000,120.00000000,1244.18300000
