angle, tof1
19.649,  707.
40.509,  841.
59.276,  781.
79.577,  674.
100.336,  651.
120.308,  748.
140.422,  837.
159.238,  792.
179.292,  692.
200.683,  704.
219.696,  837.
240.469,  802.
260.251,  766.
279.9,   2796.
299.313, 2475.
319.869, 1842.
340.619, 2142.
359.497,  992.
