angle, tof1
19.156, 1075.
39.387, 1366.
59.207, 2737.
79.727, 2910.
100.174, 1336.
119.575,  848.
139.829,  511.
159.473,  405.
179.452,  362.
200.409,  367.
219.609,  459.
239.146,  507.
260.506,  378.
279.166,  355.
299.571,  383.
318.955,  506.
339.311,  783.
360.684, 2295.
